X,Y,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,number,type
-90.871646783261,48.0326593642258,Portage 100,,Portage 100 - Rods: 19 Feet: 328,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=100&elat=48.0327423064&elon=-90.8713889198,Portage Link,,,,,,
-91.8077913139905,48.0466298875041,Portage 101,,Portage 101 - Rods: 92 Feet: 1716,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=101&elat=48.0486673912&elon=-91.8064477202,Portage Link,,,,,,
-90.4915439490236,48.024406690748,Portage 102,,Portage 102 - Rods: 131 Feet: 2658,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=102&elat=48.0271386754&elon=-90.4893292043,Portage Link,,,,,,
-91.9035929501345,48.0437693911834,Portage 103,,Portage 103 - Rods: 111 Feet: 2442,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=103&elat=48.0447375373&elon=-91.9060537446,Portage Link,,,,,,
-91.8104402663606,48.0407417219798,Portage 104,,Portage 104 - Rods: 34 Feet: 718,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=104&elat=48.0417624633&elon=-91.8099664795,Portage Link,,,,,,
-90.9331809639898,48.0267650595318,Portage 105,,Portage 105 - Rods: 14 Feet: 128,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=105&elat=48.0268602006&elon=-90.9330929051,Portage Link,,,,,,
-92.0253717226222,48.0406546644156,Portage 106,,Portage 106 - Rods: 34 Feet: 632,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=106&elat=48.0409183056&elon=-92.0260275935,Portage Link,,,,,,
-90.7780340053897,48.0221425105673,Portage 107,,Portage 107 - Rods: 32 Feet: 667,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=107&elat=48.0227778306&elon=-90.7773867762,Portage Link,,,,,,
-91.031662043788,48.0255029007936,Portage 108,,Portage 108 - Rods: 26 Feet: 545,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=108&elat=48.0252438863&elon=-91.0321332606,Portage Link,,,,,,
-90.5274810619714,48.0113268790072,Portage 109,,Portage 109 - Rods: 9 Feet: 273,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=109&elat=48.0117421682&elon=-90.5278530831,Portage Link,,,,,,
-91.1215835044892,48.0217953185129,Portage 110,,Portage 110 - Rods: 25 Feet: 451,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=110&elat=48.0224009013&elon=-91.1221629563,Portage Link,,,,,,
-90.4362370977813,48.007238095142,Portage 111,,Portage 111 - Rods: 34 Feet: 579,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=111&elat=48.0077575449&elon=-90.435019592,Portage Link,,,,,,
-90.4719679087341,48.0069416587655,Portage 112,,Portage 112 - Rods: 18 Feet: 314,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=112&elat=48.0068575898&elon=-90.4721319975,Portage Link,,,,,,
-90.5288847228256,48.007105770449,Portage 113,,Portage 113 - Rods: 17 Feet: 305,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=113&elat=48.0075710553&elon=-90.528873839,Portage Link,,,,,,
-91.857838656068,48.0276524816753,Portage 114,,Portage 114 - Rods: 19 Feet: 184,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=114&elat=48.0276225179&elon=-91.8577643312,Portage Link,,,,,,
-90.4666116059457,48.0053389516918,Portage 115,,Portage 115 - Rods: 41 Feet: 823,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=115&elat=48.0061346179&elon=-90.4677031276,Portage Link,,,,,,
-90.6124386703723,48.0077240940205,Portage 116,,Portage 116 - Rods: 30 Feet: 512,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=116&elat=48.0083940691&elon=-90.6126361076,Portage Link,,,,,,
